product_id,name,category,price,stock
141,Reactive leadingedge challenge,Clothing,1007.07,604
142,Total needs-based conglomeration,Food,1740.05,895
143,Reverse-engineered radical knowledgebase,Furniture,203.92,932
144,Self-enabling value-added productivity,Furniture,35.62,147
145,Re-contextualized intermediate moderator,Furniture,1742.51,993
146,Sharable scalable monitoring,Clothing,154.28,800
147,Integrated grid-enabled matrices,Food,680.43,709
148,Quality-focused discrete workforce,Furniture,1301.42,872
149,Cross-group leadingedge function,Food,1705.42,879
150,Multi-lateral incremental firmware,Sports,763.12,324
151,Distributed exuding access,Furniture,1745.4,36
152,Adaptive multi-state task-force,Sports,141.5,646
153,Devolved grid-enabled forecast,Food,1994.86,764
154,Phased national access,Electronics,870.77,100
155,Team-oriented mobile system engine,Electronics,890.14,710
156,Polarized exuding access,Food,1807.33,47
157,Visionary intermediate website,Food,1593.31,300
158,Implemented radical emulation,Food,752.81,149
159,Adaptive neutral hub,Clothing,1064.68,579
160,Ergonomic incremental open architecture,Clothing,344.12,80
161,Optional hybrid encryption,Sports,1742.32,634
162,Diverse transitional support,Clothing,997.85,597
163,Stand-alone human-resource implementation,Clothing,468.22,653
164,Face-to-face empowering artificial intelligence,Food,921.84,682
165,Optimized responsive encoding,Electronics,1798.32,476
166,Programmable well-modulated website,Food,1356.83,161
167,Seamless system-worthy software,Electronics,886.25,353
168,Future-proofed executive projection,Sports,601.81,985
169,User-friendly national workforce,Furniture,1382.18,467
170,Future-proofed incremental core,Food,402.44,393
171,Cloned contextually-based challenge,Furniture,217.77,390
172,Implemented bifurcated productivity,Sports,721.12,302
173,Persevering regional knowledge user,Food,48.77,849
174,Future-proofed tangible process improvement,Furniture,552.59,579
175,Pre-emptive content-based Graphic Interface,Electronics,1821.68,763
176,Ameliorated coherent application,Furniture,1666.51,924
177,Public-key 3rdgeneration contingency,Food,1552.6,235
178,Customer-focused executive flexibility,Sports,1604.85,224
179,De-engineered transitional intranet,Clothing,1243.68,694
180,Upgradable 24/7 emulation,Clothing,1258.35,925
181,Cross-group coherent access,Electronics,621.32,451
182,Proactive didactic Graphical User Interface,Electronics,1161.25,749
183,Operative fault-tolerant toolset,Clothing,184.82,302
184,Proactive holistic Local Area Network,Food,1496.22,179
185,Total 5thgeneration groupware,Clothing,268.66,552
186,Configurable web-enabled circuit,Food,1064.05,935
187,Centralized encompassing time-frame,Food,1661.79,263
188,Object-based asynchronous moratorium,Furniture,1934.93,302
189,Phased contextually-based core,Food,1609.44,479
190,Function-based homogeneous access,Electronics,285.81,989
191,Decentralized zero administration structure,Clothing,1720.98,741
192,Fully-configurable human-resource throughput,Furniture,1934.7,823
193,Organic dynamic support,Sports,734.72,809
194,Automated dedicated knowledgebase,Furniture,32.77,549
195,User-centric zero administration attitude,Electronics,912.3,688
196,Programmable static database,Food,1171.2,842
197,Phased human-resource software,Food,221.15,239
198,Integrated fresh-thinking complexity,Furniture,54.92,905
199,Self-enabling upward-trending analyzer,Sports,659.37,624
200,User-friendly neutral model,Clothing,1297.07,650
201,Decentralized eco-centric matrices,Furniture,1819.23,309
202,Sharable exuding customer loyalty,Furniture,237.77,46
203,Multi-lateral actuating secured line,Electronics,612.21,504
204,Extended bifurcated encoding,Electronics,198.9,908
205,Sharable intermediate Graphic Interface,Sports,275.65,464
206,Advanced composite utilization,Food,1342.62,760
207,Grass-roots optimal capability,Sports,841.16,760
208,Object-based dynamic access,Clothing,1771.4,670
209,Balanced optimal toolset,Electronics,1668.22,630
210,Team-oriented methodical solution,Furniture,1878.41,286
211,Right-sized coherent hub,Electronics,1382.11,222
212,Visionary background encryption,Furniture,892.17,241
213,Diverse modular array,Food,203.21,702
214,Synergized regional Graphical User Interface,Food,1091.21,660
215,Virtual responsive approach,Food,125.8,282
216,Centralized heuristic project,Clothing,1936.57,971
217,Distributed tangible monitoring,Furniture,187.89,217
218,Customer-focused clear-thinking matrix,Sports,1942.33,51
219,Focused foreground open architecture,Food,490.92,128
220,Stand-alone web-enabled hardware,Sports,414.39,849
221,Organic upward-trending core,Sports,418.28,221
222,Ameliorated system-worthy implementation,Clothing,660.48,151
223,Multi-channeled uniform challenge,Sports,10.66,879
224,Function-based 6thgeneration matrix,Clothing,1975.12,553
225,Triple-buffered leadingedge open architecture,Food,1598.04,112
226,Implemented needs-based standardization,Electronics,267.95,366
227,Pre-emptive content-based open system,Clothing,1179.76,16
228,Enterprise-wide needs-based hardware,Clothing,534.41,129
229,Inverse upward-trending Local Area Network,Furniture,1054.54,763
230,Grass-roots radical neural-net,Electronics,955.11,796
231,Diverse asymmetric moderator,Food,1028.91,111
232,Distributed local frame,Furniture,1010.16,968
233,Fundamental needs-based hierarchy,Sports,91.51,802
234,Persevering 24hour time-frame,Sports,606.75,658
235,Sharable motivating implementation,Electronics,126.35,490
236,Upgradable contextually-based adapter,Furniture,855.42,110
237,Secured high-level time-frame,Furniture,1426.24,454
238,Secured disintermediate Graphic Interface,Electronics,1799.04,329
239,Up-sized asymmetric protocol,Sports,300.93,129
240,Public-key human-resource core,Food,1250.51,599
241,Progressive systemic methodology,Sports,1425.74,390
242,Visionary neutral collaboration,Sports,1063.46,464
243,Seamless executive Graphic Interface,Sports,1212.83,101
244,Open-source secondary Graphic Interface,Electronics,1706.32,666
245,Customizable bandwidth-monitored model,Sports,1443.08,220
246,Switchable asymmetric analyzer,Furniture,905.85,233
247,De-engineered context-sensitive alliance,Furniture,681.17,464
248,Exclusive bi-directional matrix,Furniture,834.9,97
249,Ergonomic bandwidth-monitored alliance,Food,856.39,681
250,Re-engineered secondary info-mediaries,Food,751.73,156
251,Switchable mobile moderator,Furniture,138.93,851
252,Secured tangible parallelism,Electronics,190.99,98
253,Function-based actuating hierarchy,Food,1624.48,569
254,Face-to-face real-time structure,Electronics,1175.0,575
255,Compatible 24/7 database,Sports,662.64,125
256,Streamlined mobile artificial intelligence,Furniture,710.43,681
257,Persistent scalable approach,Furniture,1736.84,738
258,Multi-lateral next generation synergy,Electronics,1936.96,614
259,Operative holistic utilization,Food,706.53,591
260,Triple-buffered analyzing pricing structure,Sports,429.41,672
261,Future-proofed multi-tasking analyzer,Furniture,452.37,110
262,Upgradable asynchronous framework,Food,1691.52,376
263,Compatible didactic model,Electronics,1526.4,587
264,Cross-platform bandwidth-monitored success,Clothing,1615.41,865
265,Focused national info-mediaries,Sports,1949.22,838
266,Ergonomic content-based moderator,Sports,1229.08,658
267,Switchable dynamic open system,Sports,57.38,951
268,Self-enabling context-sensitive open architecture,Food,62.76,279
269,User-friendly next generation instruction set,Food,1843.47,359
270,User-friendly bi-directional throughput,Electronics,366.9,146
271,Sharable object-oriented help-desk,Sports,1316.4,71
272,Synergistic logistical standardization,Clothing,1483.23,995
273,Synchronized interactive benchmark,Electronics,188.06,543
274,Down-sized contextually-based neural-net,Clothing,755.51,464
275,Open-architected motivating Graphical User Interface,Food,319.03,319
276,Switchable cohesive monitoring,Food,1554.79,581
277,Right-sized leadingedge help-desk,Sports,174.49,53
278,Intuitive neutral Graphic Interface,Clothing,319.03,632
279,Multi-layered incremental task-force,Electronics,1349.57,278
280,Sharable intermediate success,Furniture,1325.57,497
281,Inverse real-time encoding,Sports,886.88,279
282,Re-contextualized needs-based data-warehouse,Clothing,1511.11,116
283,Multi-tiered zero administration neural-net,Food,862.68,290
284,User-friendly eco-centric hierarchy,Sports,975.83,683
285,Organized local infrastructure,Food,95.61,404
286,Adaptive uniform alliance,Sports,114.29,209
287,Horizontal radical adapter,Food,1890.92,785
288,Programmable client-driven framework,Clothing,1529.5,296
289,Adaptive exuding definition,Food,244.37,509
290,Extended foreground adapter,Furniture,355.51,389
291,Visionary system-worthy focus group,Sports,1408.82,512
292,Reactive multimedia open architecture,Sports,1667.54,825
293,Re-engineered object-oriented collaboration,Food,148.79,882
294,Cross-platform 5thgeneration knowledgebase,Electronics,875.26,470
295,Multi-channeled coherent challenge,Electronics,1724.91,589
296,Fundamental high-level paradigm,Furniture,1148.93,726
297,Fully-configurable discrete extranet,Furniture,582.58,414
298,Innovative background orchestration,Electronics,1932.57,175
299,Open-architected non-volatile data-warehouse,Sports,922.89,706
300,Upgradable asynchronous success,Food,180.82,864
301,Inverse mission-critical conglomeration,Electronics,490.42,603
302,Pre-emptive system-worthy standardization,Furniture,1050.31,405
303,Re-engineered bandwidth-monitored policy,Food,1492.88,226
304,Stand-alone exuding alliance,Food,1559.34,78
305,Upgradable object-oriented implementation,Sports,1268.28,543
306,Configurable zero-defect approach,Sports,391.84,794
307,Visionary full-range hardware,Food,705.44,981
308,Optional intangible capability,Clothing,476.36,149
309,Visionary discrete synergy,Food,398.56,616
310,Streamlined real-time access,Clothing,1521.63,671
311,Sharable zero-defect product,Electronics,358.41,791
312,Multi-tiered actuating function,Furniture,930.59,577
313,Progressive 6thgeneration functionalities,Sports,900.57,946
314,Quality-focused non-volatile collaboration,Sports,1287.77,639
315,Inverse motivating standardization,Food,1729.17,642
316,Face-to-face coherent application,Food,306.16,69
317,Synergistic upward-trending infrastructure,Furniture,887.21,310
318,Organized web-enabled policy,Food,1184.88,360
319,Re-engineered motivating array,Sports,153.01,472
320,Face-to-face intermediate frame,Furniture,80.03,377
321,Object-based client-server capacity,Food,158.08,884
322,Mandatory attitude-oriented leverage,Electronics,1231.94,519
323,Re-engineered value-added application,Furniture,928.11,567
324,Reactive impactful firmware,Electronics,902.22,829
325,Configurable impactful middleware,Sports,1305.42,329
326,Optional zero-defect standardization,Sports,953.88,154
327,De-engineered well-modulated challenge,Electronics,903.79,830
328,Polarized next generation customer loyalty,Food,1964.86,86
329,Pre-emptive hybrid projection,Sports,1294.02,40
330,Re-engineered dedicated open architecture,Clothing,1416.71,449
331,Seamless user-facing moderator,Sports,1047.88,162
332,Fully-configurable dynamic archive,Food,748.84,289
333,Future-proofed zero-defect Internet solution,Furniture,820.49,346
334,Inverse systemic orchestration,Sports,109.47,646
335,Cross-group bifurcated secured line,Food,136.49,96
336,Open-source interactive hierarchy,Sports,1358.37,290
337,Monitored content-based Graphic Interface,Food,1448.85,672
338,Monitored radical projection,Sports,1747.19,341
339,Assimilated zero administration function,Electronics,1167.57,144
340,Down-sized grid-enabled pricing structure,Food,623.91,671
341,Organic regional circuit,Furniture,262.26,725
342,Organic 6thgeneration emulation,Electronics,622.62,385
343,Exclusive systemic hub,Food,1627.3,686
344,Distributed web-enabled superstructure,Sports,191.44,686
345,Configurable bifurcated support,Furniture,1019.43,18
346,Business-focused dynamic process improvement,Food,621.19,973
347,Digitized executive access,Clothing,686.76,784
348,Mandatory system-worthy website,Furniture,388.05,140
349,Customizable fault-tolerant knowledge user,Clothing,158.94,864
350,Phased 3rdgeneration groupware,Electronics,1017.84,552
351,Expanded user-facing monitoring,Sports,80.31,344
352,Extended demand-driven moratorium,Sports,266.44,385
353,Programmable web-enabled firmware,Clothing,328.68,851
354,Reactive mission-critical process improvement,Sports,1619.04,169
355,Upgradable client-server solution,Furniture,92.17,373
356,Total static adapter,Clothing,1939.33,625
357,Multi-tiered optimal protocol,Food,1506.02,802
358,Progressive 6thgeneration extranet,Furniture,471.84,244
359,Down-sized analyzing forecast,Food,1931.37,803
360,Exclusive tangible process improvement,Furniture,1808.43,198
361,Future-proofed actuating Local Area Network,Food,1358.22,584
362,Streamlined 24/7 architecture,Furniture,926.05,288
363,Networked stable flexibility,Furniture,1008.3,428
364,Switchable stable hierarchy,Clothing,1634.7,820
365,Customer-focused 3rdgeneration frame,Sports,281.11,256
366,Streamlined human-resource emulation,Electronics,1284.15,895
367,Multi-tiered multimedia strategy,Food,1111.31,105
368,Cross-platform foreground matrix,Sports,1703.08,291
369,Right-sized national array,Electronics,1527.42,279
370,Enterprise-wide dedicated middleware,Furniture,1811.09,150
371,Persevering next generation structure,Furniture,187.97,932
372,Ameliorated 6thgeneration encryption,Clothing,1634.32,905
373,Progressive fault-tolerant groupware,Food,1861.29,424
374,Pre-emptive hybrid synergy,Electronics,795.93,382
375,Diverse 3rdgeneration hardware,Clothing,775.4,83
376,Synergized heuristic help-desk,Food,452.95,326
377,Self-enabling exuding encoding,Electronics,1679.16,665
378,Profit-focused even-keeled workforce,Food,1583.8,140
379,Centralized responsive extranet,Electronics,577.32,849
380,Networked 4thgeneration open architecture,Furniture,1393.66,142
381,Grass-roots directional collaboration,Furniture,899.96,5
382,Mandatory hybrid protocol,Electronics,42.91,220
383,Devolved background superstructure,Clothing,1099.86,744
384,Multi-tiered multi-state service-desk,Sports,1057.9,113
385,Seamless responsive software,Food,479.09,124
386,Focused intangible encoding,Electronics,480.69,654
387,Re-engineered coherent interface,Sports,916.94,113
388,Integrated real-time groupware,Furniture,1195.49,16
389,Organized needs-based capacity,Sports,1152.22,735
390,Expanded solution-oriented challenge,Clothing,586.09,1
391,Reduced needs-based software,Sports,708.87,584
392,Exclusive client-driven function,Furniture,378.69,684
393,Team-oriented tertiary moderator,Electronics,1049.35,369
394,Devolved intermediate throughput,Electronics,1907.04,557
395,Digitized solution-oriented open system,Sports,1573.89,519
396,Diverse foreground architecture,Sports,45.57,894
397,Realigned national success,Furniture,91.85,396
398,Decentralized contextually-based functionalities,Food,511.03,16
399,Digitized upward-trending algorithm,Food,1578.1,353
400,Virtual foreground installation,Clothing,1467.22,643
401,Open-source exuding intranet,Electronics,1544.15,752
402,User-friendly scalable support,Food,271.15,360
403,Grass-roots coherent time-frame,Sports,680.4,658
404,Ergonomic bi-directional capacity,Clothing,1661.62,701
405,Enterprise-wide 4thgeneration task-force,Furniture,1961.73,490
406,Seamless reciprocal flexibility,Clothing,1623.94,64
407,Robust non-volatile pricing structure,Furniture,78.78,206
408,Focused radical emulation,Electronics,1583.26,907
409,Focused systemic algorithm,Electronics,634.61,317
410,Multi-channeled attitude-oriented solution,Sports,799.46,834
411,Vision-oriented mission-critical challenge,Sports,949.43,37
412,Profit-focused real-time leverage,Clothing,575.79,882
413,Universal solution-oriented hub,Electronics,1732.27,339
414,Enterprise-wide human-resource matrix,Food,253.33,376
415,Phased client-driven complexity,Furniture,1779.53,761
416,Ergonomic directional alliance,Furniture,1789.8,395
417,Open-source well-modulated access,Food,1947.58,508
418,Future-proofed incremental definition,Furniture,737.86,816
419,User-friendly static customer loyalty,Sports,537.11,84
420,Versatile demand-driven architecture,Furniture,162.46,616
421,Enhanced leadingedge pricing structure,Clothing,1093.22,328
422,Pre-emptive system-worthy Graphic Interface,Electronics,164.74,676
423,Persevering dynamic interface,Food,616.46,617
424,Open-architected zero-defect analyzer,Furniture,337.46,454
425,Robust user-facing implementation,Food,897.02,744
426,Up-sized foreground infrastructure,Food,1231.63,445
427,Seamless value-added orchestration,Food,1280.74,810
428,Right-sized national moderator,Electronics,154.71,652
429,Stand-alone tertiary toolset,Furniture,729.81,820
430,Automated multi-state benchmark,Clothing,1905.81,146
431,Organized logistical analyzer,Sports,1357.79,448
432,Fully-configurable multi-state monitoring,Electronics,256.83,241
433,Object-based user-facing analyzer,Food,727.49,972
434,Realigned human-resource model,Sports,69.61,157
435,Virtual responsive application,Furniture,1897.9,380
436,Ergonomic explicit intranet,Furniture,1527.35,587
437,Object-based exuding time-frame,Clothing,1061.27,407
438,Horizontal maximized concept,Food,1300.87,255
439,Optimized explicit pricing structure,Electronics,56.7,190
440,Business-focused system-worthy model,Furniture,1037.9,935
441,Digitized maximized project,Sports,239.93,793
442,Organized background success,Food,1409.56,219
443,Profit-focused bifurcated contingency,Sports,574.73,938
444,Vision-oriented optimal standardization,Furniture,404.36,138
445,Quality-focused client-driven infrastructure,Electronics,906.83,920
446,Open-source fresh-thinking knowledge user,Furniture,1994.54,829
447,Assimilated context-sensitive knowledgebase,Food,1337.34,726
448,Reverse-engineered transitional customer loyalty,Electronics,1102.24,297
449,Persevering background extranet,Food,1703.47,728
450,Inverse system-worthy projection,Clothing,1588.42,520
451,Universal cohesive structure,Clothing,247.12,205
452,Upgradable bottom-line array,Clothing,477.29,505
453,Customizable tertiary knowledge user,Electronics,724.99,586
454,Sharable high-level artificial intelligence,Food,937.47,564
455,Progressive tertiary info-mediaries,Clothing,1225.84,88
456,Upgradable multimedia pricing structure,Electronics,622.03,734
457,Diverse homogeneous neural-net,Furniture,1053.76,787
458,Multi-tiered 6thgeneration throughput,Furniture,1647.56,75
459,Down-sized full-range open system,Clothing,1944.9,657
460,Switchable coherent complexity,Electronics,902.7,696
461,Digitized context-sensitive throughput,Sports,692.31,899
462,Universal actuating instruction set,Sports,1281.39,186
463,Integrated fault-tolerant superstructure,Clothing,868.07,932
464,Visionary local forecast,Electronics,1663.62,530
465,Self-enabling contextually-based capability,Clothing,611.73,165
466,De-engineered dedicated ability,Food,1869.8,230
467,Secured well-modulated extranet,Food,1895.23,531
468,Advanced logistical methodology,Food,1692.64,256
469,Proactive needs-based workforce,Clothing,1271.94,564
470,Adaptive real-time methodology,Food,254.71,310
471,Front-line didactic parallelism,Sports,1069.29,514
472,Switchable methodical knowledgebase,Clothing,1185.66,594
473,Open-source leadingedge artificial intelligence,Clothing,346.55,639
474,Right-sized radical ability,Sports,678.55,946
475,Fully-configurable neutral focus group,Sports,87.18,884
476,Secured responsive open architecture,Electronics,167.04,971
477,Expanded actuating contingency,Sports,532.99,215
478,Digitized analyzing projection,Sports,836.09,654
479,Monitored 5thgeneration circuit,Electronics,998.59,642
480,Automated static orchestration,Sports,582.89,979
481,Robust exuding groupware,Food,968.47,824
482,Cross-group actuating benchmark,Furniture,598.38,74
483,Operative context-sensitive complexity,Electronics,320.37,425
484,Synergistic executive pricing structure,Furniture,931.56,348
485,Switchable system-worthy standardization,Sports,291.62,882
486,Right-sized object-oriented toolset,Food,1469.73,881
487,Realigned context-sensitive knowledgebase,Food,1950.87,133
488,User-friendly optimal hierarchy,Food,1032.39,108
489,Automated background throughput,Food,487.27,125
490,Innovative fresh-thinking hub,Food,901.94,144
491,Multi-tiered asymmetric task-force,Electronics,105.96,968
492,Optimized neutral architecture,Furniture,1729.01,428
493,Implemented methodical challenge,Clothing,1925.56,923
494,Decentralized system-worthy focus group,Clothing,1627.89,956
495,Managed multi-tasking installation,Sports,1443.65,194
496,Progressive demand-driven standardization,Clothing,999.04,527
497,Expanded reciprocal approach,Furniture,1000.03,315
498,Customer-focused object-oriented superstructure,Furniture,51.24,967
499,Self-enabling multi-tasking array,Furniture,1013.36,989
500,Polarized uniform solution,Clothing,434.21,361
